Tweet,Sentiment
dear and all republicans i thought coronavirus was a democratic hoax soooo yeah what happ,neutral
isolation means story time for and the pugs quincy and penny covid coronavirus,neutral
plus side glad i moved to nc there is like cases in suffolk county long island nyc is on lockdown pretty much coronavirususa,positive
yup who s with me staythefhome demdebate shutitdown californiacoronavirus genx highriskcovid,neutral
outrageous u want the employees to give their sick pay and trade it instead of,negative
how many of y all are counting every square of toiletpaper that you use now covid coronavirus coronapocolypse,negative
happy st patty s day scientist say that kissing a person with the mc r gene will make you immune to the coronavirususa,positive
i m awaiting the onslaught of retail companies and malls that will be forced to close beginning tomorrow part of m,negative
man i hope i buy enough weed to last this whole quarantine be in this bitch blew coronavirus,positive
this is all that you need to know about he doesn t give a flying fuck about anything not named tr,negative
tonight s demdebate is focused on coronavirus,neutral
crowtown coughs in public places insultmadness coronavirus,neutral
stayhomechallenge tuesdayvibes coronavirususa in florida how many tests done in polk well,negative
honestly it doesn t surprise me i ve been told that jesus the bible were the only things i needed to conquer my,positive
coronavirus us cities close bars restaurants and cinemas coronavirus,neutral
good guy govmikedewine doing good things and leading the usa in the fight to mitigate covid man ohio makes me,positive
these simulations show how to flatten the coronavirus growth curve covid flattenthecurve coronavirususa,neutral
they said the coronavirus here get yall shit together and y all wanna grab all the tissue,negative
this is helpful making note of which dc establishments would rather not bow down to pressure aka common sense ad,negative
us vp mike pence confirms us travel ban will extend to ireland uk from midnight monday march legal americans,positive
you can keep your tax returns secret now we don t care anymore just show us your,negative
ugh why my team mates where laughing at because i couldn t turn the sink off ever since they took ours away a,neutral
so the only thing going for had been the economy we now see that he doesn t have the control over,neutral
where are the covid test kits coronavirus,neutral
new england burials at sea advertisement during a demdebate during a globalpandemic,positive
we have the choice between or either we go back to or we skip the you got it,neutral
here i fixed it a lot more accurate coronavirususa,positive
as the conversation seems to be shifting from weeks to a couple of months i really hope that there is an actua,positive
giving current situation this seems like the right choice coronavirus,positive
you drunk coronapocolypse coronavirus fyrefestival,negative
we ve got to be dramatic yessiree demdebate coronavirus guns for vp,negative
will the learn it s lesson from this coronavirus and allow physicians to know their patient and do what is rig,neutral
two brothers are being investigated by tennessee s attorney general after buying up handsanitizer to resell at hig,positive
why are the usa numbers of covid impact not updated in the world health organization situation reports for the,neutral
yep that s where the toilet paper used to live crazy times gotta find the humor in this somehow,negative
all of this because some bastards decided to eat bat soap i hope it was worth it coronavirussa,positive
i m watching instagram stories and some still don t get it people are still gathering in large numbers and partyin,positive
bars and restaurants closing in california ok i ll stay in and coronavirus close wine music long,negative
happy st paddy s day don t worry west omaha we will get back to your america keep the faith coronavirususa,positive
savvyasl on instagram has a great shirt video about coronavirus in asl check it out coeonavirusasl coronaviruskidfriendly,positive
your whole life changes in a second longtime hawaii sportscaster among the many affected by,positive
bro you gonna do this presser or not covid coronavirus,neutral
this definitely made my night say hello to immunity man everyone immunityman corona coronavirus,neutral
where did they stick the testing apparatus still stuck in there coronavirususa trumpvirus,neutral
can t tell you how happy the dog is that the whole family is home watching doesyourdogseetv,negative
great retort by talking about building on obamacare by offering a public option and making sure the nati,positive
great idea thank you for sharing how do we get state agencies and hospitals in contact with these compani,positive
styles if my show gets canceled because of the virus i m gonna be so sad repeats sign of the times,negative
so florida and ohio is up tuesday to vote two huge swing states go ahead prove me wrong and suspend the vote f,negative
covid is the only thing in the last years that has convinced my wife to stop biting her nails happy to repo,positive
absolutely coronavirus,positive
damn even higher then predicted is that because we don t take precautions coronavirus covid coronaviruspandemic,negative
ma sen ed markey d at jfk fed bldg in boston says we are at war with coronavirususa calling for massive wart,neutral
the greenwich bureau of the new york times nyt socialdistancing covid coronavirus pandemic greenwich connec,positive
the methodology is straight forward for getting the estimate that americans have the coronavirus but have n,positive
here there be monsters coronavirususa,neutral
met my husband he s gay we are best friends now coronavirus crazy cantgetme strong health wtf fyp,positive
i m in the cuddliest of moods and coronavirus is cock blocking,neutral
you know all those people who thought calculus was a waste of their time turns out slopes of lines are important,neutral
exactly as he is protected by secret service at great exp,positive
still worse than coronavirususa coronapocalypse coronaoutbreak,negative
coronavirusupdates west virginia holding off coronavirus like,neutral
when i took this in january i didn t foresee that in a few short months their school would close for weeks becaus,negative
something to listen to while you re stuck in the house youtube,neutral
gun sales have tripled since the coronavirusoutbreak at action impact firearms the owner says a zombie apocalyp,positive
coronaviruspandemic coronavirususa what s your move for kansas city,neutral
i m getting a little bit confused now you said earlier that the virus would disappear in april w,negative
the coronavirus is not a new virus just look on the back of your can of lysol,negative
it s such a sh show here coronavirususa,neutral
when older people watching fox news start dying will the scales lift from eyes or will fox doub,positive
our idiot president is talking about businesses but not a word about the coro,negative
this press conference certainly didn t help contain coronavirus had contact with someone who te,positive
la people do medical facilities need volunteers do people at high risk need food supplies delivering so they do,positive
is coronavirus to blame for this downtown los angeles,neutral
coronavirus have everyone wilding out,neutral
this is what i keep saying we are a full month ahead of where our officials keep acting like we are we dont have,positive
frequently asked questions and answers about corona virus share coronavirus covid stayhome,positive
tx or the other governors who have closed schools statewide texas childr,negative
so the u k may be the most risky country in europe for coronavirus someone should tell,positive
the coronavirus is a hoax,neutral
declares national state of emergency as coronavirus spreads,neutral
is showing real leadership i no longer believe anonymous sources who don t put,positive
i mentioned the shortage of hand sanitizer in my local stores a couple of days ago to the it was just,neutral
coronavirus us cities close bars restaurants and cinemas coronavirus,neutral
since my birthday is officially cancelled this year my body about to banging for vegas coronavirus staythefhome march th vegas,neutral
time to step it up millennials coronavirususa,neutral
is going to win you know why because we in a health crisis right now and at this point whe,positive
stop shaking hands on national tv as health experts beg people to avoid contact to help stop the spread to our most,positive
interesting thread from healthy under man who had an early and serious case of the coronavirus in utah still r,positive
new deaths in just a single day in italy coronavirus,positive
when kicks the million poor people off of food stamps this month and the working class is losing,negative
stay in wash your hands socialdistance let s get the hell through this coronavirus nyc new york new york,positive
ok plans didn t work out for us to see you this trip thanks covid coronavirus the drop in random trip to,negative
as hard as this will be for angelenos economically thank you for keeping us safe we will,positive
thus ends the last normal day i ll remember for a while coronavirususa covid,positive
shit shit shit coronapocolypse staythefhome covid coronavirus coronavirusoutbreak howardcounty howard,negative
time for another immune boost goal make it healthy to st surgery glass juice disease fighting antioxidants,positive
i m just wondering how much companies like etc ar,positive
l ve this idea scott i agree covid coronavirususa,neutral
coincidence always wash your hand be prepared stay strong and healthy covid coronaviruswashington,negative
mr president my prayers for you the heavenly father give you wisdom for as he gave to solomon,neutral
goose creek coronavirus officials announce closings and cancellations via,neutral
i m just going to tweet my feelings because expressing myself is healthy for me right now maybe people won t feel,positive
the fact is puertorico is the only us soil area that has declared a lockdown quarantine for coronavirus,neutral
g e o the media didn t scare us on coronavirus either,neutral
this lie has already killed many and so many more lives will be lost because of it all these victi,positive
my neighborhood is black everyone of all ages is wearing face masks and gloves right now covid,positive
stockmarket rebounded after nationalemergency declaration but it s not hit rock bottom yet the,neutral
during this quarantinelife i m going to focus on growing my mustache yes i microdose t and i m going to use thi,neutral
using artificial intelligence to fight the coronavirus on mining health data with new ai tools,negative
coronavirus can damage lung function after recovery hk doctors find business insider,neutral
just a little bit of coronavirus humor to brighten your day coronaapocolypse coronavirusupdates,neutral
who s with me azstrong azfamily covid coronavirus,neutral
amapiano music must also be quarantined guys please inform and we don t want to die bec,neutral
do you still believe coronavirus is a liberal hoax,neutral
you are done republicans are done this disaster has been made worse by you,negative
enough the primary is over needs to drop out tonight the stakes are now too high we need to uni,positive
it s interesting to study how the virus has spread globally it started in china and is spreading,positive
wait i thought you said coronavirus was a democratic hoax you won t get tested because you know you have it,neutral
in light of the quickly changing seriousness of coronavirus i urge everyone to follow closely dr an,positive
can someone explain to me why the gun shops in burbank have lines out the door what are you gonna do shoot the coronavirus,neutral
to the guy i just blocked because its not that bad in seattle i pray you find this post on your own i m not int,negative
resign your wandering in left field and you dropped the easy catch coronavirus coronaalert,positive
what we re seeing in this democraticdebate tonight is simple when lives are at stake as they are right now with,negative
disbanded the white house office on pandemics he also called the coronavirus a hoax weeks ago,neutral
i expect the dowjones be down pts at opening bell tomorrow morning big lose for,negative
all disney stores in the country disney owned stores at disney springs and downtown disney will close tuesday all,neutral
anti inflammatories may aggravate covid france advises the taking of anti inflammatories ibuprofen cortis,neutral
please think of your friends and neighbors many small businesses won t survive this outbreak please make the e,positive
both and blue ocean yacht charters have despicable business practices refusing to ref,neutral
the administration s zigzagging defensive inconsistent messages about the novel coronavirus con,neutral
all trump has to do to stop the coronavirus is hold a press conference and announce it has information that will l,neutral
comms verily is not google they are owned by the same parent company very different thin,negative
couldn t have said it better myself socialdistancing coronavirus,positive
this entire tweet is a lie trumpocalypse factsmatter gaslighting fakepresident,neutral
why do you not believe it science it s a hoax again are you a rush limbaugh supporter when you re sick don t go,negative
please socialdistance and do it for betty white coronavirus covid,neutral
panicked shoppers empty shelves as coronavirus anxiety rises trump wont be the president m,negative
sales associate i m surprised more people aren t buying booze me we ve only begun the quarantine trust me it,negative
god help us all we are on our own and cannot depend on this administration to find answers they are all getting i,positive
i knew these kinds of interviews were coming but i didn t think it would be on our first show back in portland,positive
coronavirus us cities close bars restaurants and cinemas cuz stonecoldsaidso v coronavirus,neutral
due to the ongoing coronavirus situation we ll be canceling all events this week these include mon,negative
went to aa meeting this morning guy who always makes coffee brought a thermometer and alcohol wipes in kitchen as,neutral
breaking temporarily suspending flights from honolulu to australia and new zealand due to new govern,positive
in light of seeing someone complain about not getting their free play because a casino closed here are my,positive
npr source says blocked coronavirus testing in january to aid his reelection chances by keeping u,neutral
billionaires be the last to speak up about charity we in a state of emergency and your favorite billionaire ain t,positive
coronavirususa music prayer,neutral
this is just crazy airlines coronavirus coronavirussa coronaviruspandemic coronavirusupdate covid,negative
note to self everythingsgonnabeokay watch it now on while your at home in quarantine covid ph,neutral
and are incompetent or are they purposely holding back the kits to suppress the numbers,negative
this coronavirus ain t no joke welcome to coronavirus coronavirususa coronaviruspendamic,positive
could be useful ideas please take charge coronavirus covid,positive
says he has been tested for coronavirus out of an abundance of caution he said results sho,neutral
have you canceled your ice cream social yet don t you think that would be prudent coronapocolypse coronavirus covid,negative
stay safe and healthy everyone flatteningthecurve covid coronavirus,positive
young red hair he was indirectly exposed here s the link,positive
china is beating the coronavirus spain is shutting down to contain the coronavirus nyc is following suit,negative
well the hoax tactic of has worked one woman said today that are going to get th,neutral
breaking president says his covid test results are in he tested negative for the,negative
i just hosted a watch party for the demdebate and i am excited inspired and determined after our p,positive
no china is flattening because they quarantined m people and demanded tha,neutral
latest global statistics survival ratio death ratio recovery ratio cases deaths,positive
just thought i d add this it s much more serious than you are leading on t,positive
who just claimed he doesnt know where the news about google creating a site came from well he,neutral
just in says he has taken a test for coronavirus and is awaiting results coronavirusupdates breaking,neutral
let s discuss coronavirus crisis affecting all of us latest news about this on the alexandernewsshow,positive
hmmmmm elections are going on and there just so happens to be a distraction coronavirus,neutral
so i guess it technically makes us all homeschooled for the rest of the semester closetheschools college schoolsclosed coronavirususa,neutral
socialdistancing will become the wordoftheyear for coronavirus covid have a healthy and safe sunda,positive
i always knew living in nyc would be my demise the ending of every longest love affair is tragedy right coronavirus nycshutdown,negative
yeah congratulations to everyone for being compassionate sensible human beings except for t,neutral
hey us massachusetts ohio illinois as your local restaurants are closed to coronavirus contact free food de,positive
how is our economy doing florida k schools closed this week for coronavirus and a major concern is where milli,negative
last water run before me and my dogs hunker down for this quarantine cant wait to hug you a again in weeks,negative
newprofilepic we ain t taking risks with this coronavirus,neutral
great podcast from about the economics of the coronavirus with economists doug holtz eakin my dissert,positive
the next time someone asks me a question i don t like my reply will be it s a nasty question,negative
no and how he is covered by media is always first foremost and he is going to be angry about t,negative
pretty sure i just made my first panicpurchase like hell if i m going without blousey and bubble,positive
i actually folded laundry the same day it was done what on earth has this time done to me coronavirususa quarantinethoughts,neutral
gave a refund but what about the fact the woman who i called through the app saying she doesn t deliver f,neutral
wow just said he will get tested for coronavirus after recently standing near people who teste,positive
mitoooo share the message in usa coronavirususa coronavirus covid iorestocasa stayhome,neutral
pres takes pic wit recovering man with covid coronavirus covid covid,neutral
anybody knows the explanation why the mortality rate is very high in italy covid coronavirus covid,negative
let s save our precious customers from coronavirus martin give them a platform to shop from their home pro,positive
an incredible amount of energy is required by every public servant around to make him appear like,positive
very very cringe donald italy covid italylockdown quarantine quarantena coronavirusitalia coronavirus,positive
snapchat filters lol this one is hilarious toiletpaper covid corona coronavirus corona snapchat,positive
companies working on vaccines altimmune tonix inovia etc need federal funding and de,neutral
i assure you that should we have even half the number they had in china we will as healthcare providers be left dec,negative
exactly the opposite of what was telling you a week ago this guy is,positive
good summary coronavirus,positive
a powerful explanation of the need for social distancing please read and heed covid,positive
hey i think you guys should take a much needed break during this whole coronavirus pandemic unfortunately,negative
truly amazing trumpsamerica covid coronavirus coronavirususa gopfail trumpanzees,negative
they should always be clean with or without coronavirus around them hello,positive
we will be operating normal hours and disinfecting all doorknobs and etc regularly we have hand sanitizer availab,positive
stop going out to the bars movies and restaurants and no more play dates coronavirus coronapocolypse,negative
everythingsgonnabeokay made the list of the top shows to binge if your at stuck at home or home with the,positive
it is official has declared a nationalemergency to combat the spread of coronavirus covid,neutral
gov gavin newsom called for all bars wineries nightclubs and brewpubs to close hope you got a wine club shipmen,neutral
lmao literally who wow cancel classes or make them pass fail coronaviruspandemic coronavirususa,positive
will the casino be closing to protect the patrons and staff from the coronavirus covid coronaviruspandemic,neutral
richard marx is the real president coronavirususa,positive
you know shit is really going down if is closing coronavirus covid,negative
mac is new to this working from home thing coronavirususa,positive
nyc all the virus deniers will be the first to go this is real so get ready,positive
if i hear due to our policy we can t one more time i am going to lose it what policy could have possibly pre,positive
wishing and the would do a special episode on coronavirus pretty sure we would all under,positive
trump said he doesn t have symptoms well a lot of ppl don t as u urself said r j,neutral
how much you want to bet that the coronavirususa count triples after spring break,negative
breakingnews to temporarily close all restaurants and bars only allowing take out services in washin,neutral
activities that pose a low risk of contacting covid coronavirus walking petting your cat jogging,neutral
just wait all your coronavirus memes will be used in an open mic ers set this week coronavirus comedy,neutral
please give nyc rent relief it s dangerous to go to work on t,negative
it s so sad that so many bars are closed tonight at sneaky pete s and normally this bar is so busy coronavirus stpatricksweekend,positive
does a gathering of or more people on an airplane count cdc coronavirus,negative
trump says he took coronavirus test as those around president pence have temperatures monitored,neutral
awesome article written by a friend stevens for the why outbreaks like coronavirus spread,positive
covid here s where things stand as of saturday night march usa has added cases in just over,neutral
watch out for idiots purposely spreading coronavirus evilpeoplesuck stopthespread handwashing,negative
some cheap ethereum that s for sure along with more famous celebs and athletes lying about having coronavirus an,positive
worth the read this thoroughly explains why social distancing is so important from a mathematical standpoint,positive
when she says i need a ride from the airport can you pick me up coronovirusupdate coronavirususa,neutral
trump and his typical i ll create a problem and then i ll fix the problem but this time when he created the problem,negative
damn how people gonna buy up all the frozen french fries doggy ridiculous mane straightup hilarious,negative
we need more than platitudes we need true action because the real threat is not trump o,neutral
get your governors and ceos in line anymore closings and we are days away from the largest riots,neutral
excellent it must be done not only in washington but all throughout the us and asap coronavirususa uslockdown,positive
urban outfitters is closing all their stores for weeks covid coronavirusoutbreak coronavirususa stayhome,neutral
currently a ton of outbound private charter air traffic departing s florida coronavirus,neutral
coronavirususa dear please send out a letter every utah family,neutral
joebiden platform i ve stared down a frightening crisis before and i can do it again i know the levers to push,negative
haha haha atrocious no semblance of a line beyond the barriers and no officials or staff aro,negative
enjoying a dog walk with the boys we hope everyone is staying safe and staying peaceful dogwalk boys family,positive
usa embrace for impact coronavirususa coronaviruspandemic coronavirusupdates,neutral
breaking news the biggest charity basketball tournament has been postponed due to the coronavirus pandemic cov,negative
i ve known tony fauci for years as a man of principle he s made a decision that,neutral
in italy we have water and food and a pandemia as all over the world so don t loose time sayi,negative
we did it before the coronavirus was a concern and now it s needed more than ever it works and it s possible te,positive
i am screwed if i run out of toilet paper soon no thanks to the wackos panic shopping thinking it is the end of th,negative
waiting for all restaurants to close and military check points to be set up covid coronapocolypse coronavirus,negative
tomorrow is last day for new yorkers to sit at a bar cafe or restaurant for the time being coronavirus,positive
to all the truckdrivers a special thank you without your tireless efforts to bring your haul to market this disa,positive
your mom has corona virus coronavirus,neutral
this is happening now at bwh in boston we don t have enough n masks to take care of the coronav,neutral
in case anyone else was planning leaving their house to go to the lego store it s already closed covid,negative
i would still never get on a cruise coronavirus is not the reason i really don t want to see tons of ppl at,positive
why don t you sign this and send it to your donors this is the state of futures after y,neutral
it seems this guy knew what he was talking about coronavirus,neutral
so you knew this was a problem and instead of fixing it spent the last three years sitting on the,negative
i watched s press conference just now hoping for answers and instead it was a bunch of grown men s,neutral
alabama safeway in dc no tp soup bread water coronavirus coronapocolypse dc covid grocerystore,neutral
lower interest rates do not stop coronavirus virus president dotard,neutral
i just sent my kids a video using if you are planning to make vidoes for your kids i would recommend usi,neutral
coronavirus must be real pops closed for the first time since power was out back in,positive
answering any reporters question vicky pollard realness vickypollard,neutral
birthday month has been ruined thanks coronavirus but stay safe out there everybody and protect the older generation more at risk,positive
measures taken give us a window of opportunity to beat covid,neutral
i believe that we will win covid coronavirus usmnt,positive
at this rate easter services aren t even going to happen quarantinelife coronavirusoutbreak covid coronapocalypse coronavirususa,neutral
i dunno how some of y all can do it i made it thru questions about coronavirus before i had to turn off the,neutral
coronavirus is all memes and keke until you have a family member who has an immune deficiency let s be aware of,positive
no hand shake no high five no fist bump elbow bump choose to be coronavirus free covid coronavirususa,positive
how will you make sure that banks aren t exploiting small businesses they are already quoting loan,negative
a strong likelihood that the coronavirus has been in the us since late last year doctors suspected many patients,positive
don t panic if you feel sick big differences between typical winter illnesses and covid know the facts before,negative
watching hillary on hulu damn we need now more than ever instead of this reality show dip shit a,positive
presser walgreen cvs target plus others are partnering with cdc to stockpile and keep the community safe plus,positive
thank you mr president god bless us god bless usa coronarvirusitalia,neutral
you might want to practice what you preach coronapocalypse coronavirus,neutral
other stores around the world should have this same business practice to better protect the ones that need it the,positive
oh god please just stfu and let the grownups do this we all know you re completely incompetent,negative
as america is ravaged by the coronavirus tweets lies and plays golf thanks again for,positive
secretaryofstate unstable government michiganprimary coronavirususa michigan springbreak dmv,neutral
coronavirus facts and one prediction coronavirus coronavirusfacts coronavirusitalianews coronavirushongkong,neutral
knowing there s a lack of toiletpaper sent me some in the mail covid coronavirus covid,neutral
unless you re evidently coronavirus,positive
gotta take the blame for the coronavirus this fuhhead fires the person responsible for monitoring,positive
so do diets or healthy eating not count now since stores are sold out of all the essentials coronapocolypse coronavirus,negative
we good out here lol southpadreisland spi springbreak sb k coronavirus wegood ithink south padre is,positive
alright all phone companies and all property management companies your move coronavirususa,neutral
hey your bartender tonight was all over sanitizing in the noblesville location menus and all condiments,neutral
but hey won t take any responsibility for anything must be obamas fault coronavirus covid,neutral
president trump has done an outstanding job with the handling of the coronavirus outbreak,positive
this is the dumbest and most pointless address i ve seen from the literally have said,positive
you only post day old coronavirus numbers monday through friday this isn t a big enough event to up,positive
almost empty flight to barcelona barcelonaairport covid coronavirusoutbreak covid cuarentenacoronavirus,negative
wait didn t your own general say that people should stop looking back t,positive
if your hands don t look like this rn then you aren t doing it right coronavirususa washyourhands,neutral
i couldn t agree more this coronavirus crisis is the ultimate teachable moment if we ignore this,positive
has anyone let the amish mennonites know what s going on coronavirus,neutral
jesus if this coronavirus pandemic the incompetence of the trumppressconference administration and the foolish,neutral
i ve been sick ass hell all week by the time test are available i will be well thats the plan,negative
trump isn t going to debate he s going to continue with his fascist rallies the grim silver lining of,negative
just heard couples in china are getting divorced after quarantinelife coronavirus is going to bring divorce,neutral
thousands leave miami cruise ship without screenings after former passenger got covid,neutral
because of the covid president is postponing the election til hes doing what s best,positive
with the current circumstances going on i m so glad i ve invested in a garagegym i ll be getting gains while othe,positive
preident trump please keep remind people to stop hoarding like you did so well earlier this eveni,negative
supermarkets should start offering special hours for seniors only coronavirusoutbreak coronavirususa,positive
blackbanechronicles day entry quarantine coronavirus workout,neutral
if he tests positive for coronavirus he ll never admit it,negative
attention maypearl with lone star pizza is available if you need it we are so grateful for friends li,positive
sir please go back to the gold standard noe is the time commodities coronavirus keepamericagreat prayfortheusa,neutral
i hope if one good thing comes from coronavirus it s that the world reflects on what life really means and realiz,positive
although i believe we are a few days behind with these very difficult decisions i m glad they are finally being m,negative
surreal scene in hoboken it s a ghost town coronavirus,positive
marc where are the city officials of brockton ma in all of this they need to show support to the city,neutral
thea,neutral
also i m thinking of food trucks they re probably getting hit hard by all of this i m just worried about all the,negative
the coronavirus covid is reeling havoc in the united states because of the incompetent greed inspired inaction,negative
hey i heard north sentinel island doesn t have the coronavirus you and your family would be safe,positive
the problem is that bc was too ckn h t to accept use who test kits authorize fed,neutral
update total covid cases in hawaii all travel related on oahu locals who returned from mexico cruis,neutral
working to keep you informed with facts we will get through this pandemic together coronavirus covid,neutral
you are a failure your administration is failing the people stranded in airports across,negative
months too late he said the coronavirus wasn t nearly as bad as the,negative
jacksonville fl mayor thinks he can mandate socialdistancing good luck with that ohbrother,positive
focus on the coronavirus covid,neutral
rudy s will be open for takeout only until further notice covid coronavirus ohio goodeats rudy s pub,neutral
i am autoimmune and igg deficient two of my medications also suppress my immune system i am severely at risk if,negative
thanks for socialdistancing to protect the rest of us coronavirus coronavirusoutbreak coronavirususa,positive
why do you discriminate with snacks especially on a mostly empty flight coronapocolypse coronavirus,negative
shrug we re learning a lot for similar things in the future or worse or worse could get worse,negative
social distancing family style coronavirus nycshutdown pandemic pandemicsurvival socialdistancing,positive
i trust and pray to god that his advisors his cabinet members and all those who are working tir,neutral
speaking news conf says new actions to defeat coronavirus covid declaring nat l emergency,positive
welp covid coronavirususa,neutral
baker closes schools restricts restaurants bans gatherings over as community spread of,neutral
coronavirus and your retirement plan should you do something via covid,neutral
agree w no one immigrants should fear getting tested for coronavirus demdebate blackwomenlead,neutral
mask on coronavirus herewego steelers,neutral
st off a day quarantine won t do squat when the median days someone releases virus load is dys my foreh,neutral
is refusing to be tested he was exposed to coronavirus trump then exposed m,neutral
holy shit texas schools may remain closed till the end of school year coronavirusupdates coronavirus,negative
the says to chill with the panic buying i think this should be just enough beer for a couple of d,neutral
my friend living the dream this coronavirus season,neutral
joe biden makes his case against medicareforall by saying italy has single payer and they are still fighting,negative
this is an amazing man nashville this is the epitome of lifting up your neighbor it also shows humans over ca,positive
dear mr president is there possibility to provide relief to americans over by allowing deferr,neutral
saving texas and saving texans working at heb just read about the new braunfels whataburger em,positive
if the coronavirus has taught us anything it s the lengths we will go when desperate next time you want to judge,negative
because we are dealing with a coronavirus asshole,neutral
got rid of lots of disloyal obama holdovers and disloyal employees like you,neutral
breaking coronavirus covid deaths reported in new york state in new,positive
creates chaos at uk s airports for americans trying to get back to us before your unattainable dea,neutral
why outbreaks like coronavirus spread exponentially and how to flatten the curve very intuitive modeling examp,positive
any doctor that says the trumpadministration is doing all they could in response to the coronavirus is,neutral
the real question is are y all giving emergency food stamps for florida or coronavirus weatrumpat,negative
failure,negative
we will fight it from our adirondack chairs on a conference call not sick selfisolating coronavirususa,positive
read it now coronavirusupdates coronavirususa coronavirus,neutral
sign petition prioritize the safety and health of all regardless of immigration status in coronavirus response,neutral
and on ig are the talk soup for black ppl they have kept me laughing throug,negative
people are going nuts and excessive because they don t have a government giving them clear directions on what do do,negative
washington state announced similar measures shutting down restaurants bars and cafes except for takeout and delive,negative
american lockdown quarantinelife covid coronavirususa,neutral
in culvercity california coronavirus is causing a normally cvs to bar people from entering by pm sun,positive
pence firstly thanks for addressing the nation but in the wake of what s happening in i,neutral
there is more bacon and pork at walmart video crisis panicshopping coronavirusoutbreak coronavirus covid,negative
reminding you your families to stay safe and wash your hands staysafe coronavirus covid covid,positive
this guy is a disrespectful unaccountable buffoon concern about the coronavirus was bought to,neutral
aaaaaand i m done i ve finished watching every movie ever coronavirus isolation,neutral
i m not sure what to do here help what would you do my or jobs have all but closed only remains and thos,negative
history records everything unbelievable recklessness with peoples lives on and shame on,negative
this is why google alphabet is creating a tool to cash in on your health covid,neutral
ouch coronavirususa norway,neutral
please do a featured story on as they are completely taking advantage of the coronavirus pandemic chec,positive
last week i imagined what was thinking when he touched his face on live tv coronavirususa,positive
i believe the entire problem is that america doesn t access to enough test irony seem like a poor quote to twee,negative
ruby when i asked her if she washed her paws washhands coronavirususa,neutral
meanwhile us sales of guns and ammunition soar amid coronavirus panic buying covid uk coronapocalypse,neutral
ga house speaker david ralston tells members one unidentified state rep is self quarantined following contact with,neutral
not even the corona virus can be convinced to go to west virginia shutitdown coronavirususa,neutral
how the tables have turned trump coronavirususa mexicans wonder if trump s wall could stop coronavirus spread,negative
if i were a bible thumping mean spirited individual i might suggest that god was punishing trump,positive
what about construction sites containing people at what point is the state,negative
someone in the has coronavirus it might be very close to,positive
i wonder if this is when we start getting texts coronavirus wuhanflu,neutral
flattenthecurve washington bars and restaurants are closed covid coronavirus,negative
why won t and get tested if they get sick and can t govern isn t the acting president,negative
everyone should read this and heed the warning there s a reason countries are going on lockdown right now,negative
many texas schools could be closed through academic year due to coronavirus education commissioner warns via,positive
lindy unfortunately did not follow advice and did,negative
the lady in line in front of me watching talk about coronavirus listening to people say it s a h,neutral
surely this must be fakenews that gavinnewsome is taking the lead on the coronavirus what did,positive
keep in mind that in these uncertain times we re seeing our character revealed coronavirus havefaith bestrong besmart becompassionate,neutral
for days my twitter feed has been full of incredible work by hard working journalists from across the country cover,positive
this coronavirus needs to hurry up and pass i m trying to buy these earth wind and fire tickets for august,neutral
watching the democraticdebate on as expected they re discussing coronavirus and healthcare tune in,negative
are you going to shut the cannabis shops and ban sale of,neutral
what coronavirus quan hop restaurant in westminster ca,neutral
coronavirususa biblical plagues call sinners to repent are not for the righteous in jesus as the isr,neutral
no surprise all branches of government on different pages about coronavirususa,neutral
if your kid s sports are being impacted by coronavirus pay close attention to their response if they seem excite,neutral
the coronavirus has nothing to do with border security you are the king of liars you are pathet,neutral
please take a careful look at the info graphic below coronavirus coronavirusoutbreak covid,negative
quigley lena sonny and grover have all banned together to ask you to wash your hands take the coronavirus very,positive
just watched spenserconfidential with had some good laughs good story no wonder it s on,positive
new is now recommending canceling or avoiding gatherings of people or more for the next weeks,neutral
breaking announces he has taken a test for coronavirus and will have results within days the,neutral
yes us and other countries need a national shutdown days coronavirususa,negative
start living up to you own words covid coronavirus trumppressconference trumpresponsible,positive
lauryn hill watching all her concerts get cancelled that she wasn t going to show up for anyways coronavirus,neutral
be kind be responsible stay at home coronavirus coronavirusnyc coronavirususa,positive
when you re not supposed to touch your face but this democraticdebate on coronavirus,neutral
my god is such a dipshit his response has not been tremendous nor correct just stick to i,positive
apparently there s no coronavirus price gouging rules for or,positive
local elected officials pls educate the small business communities on how to access financial resources that pres,negative
despite the positive test for covid from a passenger thousands of ppl were allowed to leave a cruise ship in m,negative
that s why it s extremely important to call it chinesecoronavirus wuhancoronavirus,positive
this is what leadership looks like working together politics aside to confront the reality of the situation at h,neutral
no racing and so no training coronavirususa,neutral
be prepared friends coronavirus,neutral
as i have been saying we can and will beat coronavirus,neutral
this is content creation at its finest proud of the work done today sunday by this amazing team,positive
announced emergency action effective at midnight tonight through march st bars and clubs will be cl,positive
if was a good president we wouldn t be going through all this right now instead of accepting tha,negative
agree we should collaborate with counties that are affected by coronavirus so that we can approach,neutral
wow feeling bad and sad for the bloodshot pm screening at the imax in san francisco sorry vince coronavirus,negative
so will coronavirus testing be available for undocumented immigrants yes no cause i think i think this virus,negative
making a final run to the grocerystores manana i m thinking i might just write grab all the products,neutral
every company s ceo does not and i repeat does not need to send out an email about coronavirus i m looking at you,neutral
employees standing around protecting the iphones from coronavirus,neutral
at last throws his support behind coronavirus stimulus package to help american families impac,negative
pence a real news conference america from the city in the u s by,positive
